pointest,lb,ub,interval width,coverage,estimator,budget,MSE,log interval width
3.3427291194400537,1.902076103092922,4.7833821357871855,2.8813060326942637,True,aipw_full,1.0,0.21862095208179277,1.0582436749296509
2.9293339335175963,1.3206286897338724,4.53803917730132,3.217410487567447,True,adaptive-plugin,0.3,0.002934823255923926,1.1685768396092895
3.5453505988112974,2.9404447891110066,4.150256408511589,1.2098116194005826,False,adaptive-balance,0.3,0.44915553996952606,0.19046466104245746
0.3760024736672074,-3.3373284563995815,4.089333403733996,7.426661860133578,True,random,0.3,6.245787963919956,2.005076479191515
3.296519698120414,1.8122835112003146,4.780755885040513,2.968472373840198,True,aipw_full,1.0,0.17754405884788818,1.0880474682477599
3.1209147121215777,1.4032919903373493,4.838537433905806,3.4352454435684567,True,adaptive-plugin,0.3,0.060395415652015706,1.234088376853336
2.5350295600233865,1.9113748507160595,3.1586842693307133,1.2473094186146536,True,adaptive-balance,0.3,0.1156886648208785,0.22098876632333608
4.939512640761771,0.511404527807815,9.367620753715727,8.856216225907911,True,random,0.3,4.2615521372473015,2.181119610861202
3.2040074926340214,1.8891117732439762,4.518903212024067,2.6297914387800905,True,aipw_full,1.0,0.10814072308517435,0.9669045422011229
3.941318873183379,3.133951872497626,4.748685873869132,1.614734001371506,False,adaptive-plugin,0.3,1.1366949039144314,0.479170238076133
2.8914501278735116,2.237140548629951,3.5457597071170723,1.3086191584871214,True,adaptive-balance,0.3,0.00026537072681799003,0.2689725037919381
2.3237822968912054,-1.5135823479771555,6.161146941759567,7.674729289736723,True,random,0.3,0.30401728819813606,2.0379330211556588
3.3654254424996255,1.9266485436317142,4.804202341367537,2.877553797735823,True,aipw_full,1.0,0.24036027816555278,1.056940557437681
2.9014196651188566,2.0619861410790934,3.74085318915862,1.6788670480795265,True,adaptive-plugin,0.3,0.000689573978768229,0.518119189778154
3.2360339864331653,2.6047122792652715,3.867355693601059,1.2626434143357876,True,adaptive-balance,0.3,0.13023008859536228,0.2332074712293912
1.914372453810623,-1.4626535780445264,5.2913984856657725,6.754052063710299,True,random,0.3,0.9231125637825186,1.9101426305078875
3.3493637430137806,1.838426711952845,4.860300774074716,3.0218740621218707,True,aipw_full,1.0,0.22486926151830677,1.1058771892964943
2.776733283765825,1.0402858926684226,4.513180674863228,3.472894782194805,True,adaptive-plugin,0.3,0.009687803600972095,1.2449884773614004
2.3957433223004267,1.8155001209480257,2.9759865236528276,1.1604864027048016,True,adaptive-balance,0.3,0.22984027843905003,0.14883922990783327
6.2789428467891595,3.5350659138211147,9.022819779757205,5.4877538659360905,False,random,0.3,11.585738182248617,1.7025190399163739
3.1293519714758338,1.7594200281121304,4.499283914839538,2.7398638867274077,True,aipw_full,1.0,0.06461359675930281,1.0079082427892083
2.5535369180048733,0.4025551404783121,4.704518695531434,4.301963555053122,True,adaptive-plugin,0.3,0.10344135828983461,1.459071559180905
3.3244855946982534,2.6585982969315882,3.9903728924649187,1.3317745955333304,True,adaptive-balance,0.3,0.2018935579230408,0.2865123352258676
4.656011633590996,0.08245560246403993,9.229567664717951,9.14711206225391,True,random,0.3,3.17143280986717,2.2134382078568517
3.278745896931908,1.8320263498903837,4.725465443973432,2.893439094083048,True,aipw_full,1.0,0.16288163716530396,1.0624457925906048
3.822387382561744,-1.3181748687333208,8.962949633856809,10.28112450259013,True,adaptive-plugin,0.3,0.8972398573565626,2.3303096414561435
3.2550240212798727,2.574946905865854,3.9351011366938913,1.3601542308280372,True,adaptive-balance,0.3,0.1442967320426201,0.307598098338713
2.2370173815651997,-1.3529909693747602,5.8270257325051595,7.18001670187992,True,random,0.3,0.40722590506930584,1.971301709224547
3.260439327310145,1.7846080616941555,4.736270592926134,2.951662531231978,True,aipw_full,1.0,0.1484402182502621,1.0823685815149924
2.7874161591695295,1.1818046054513678,4.393027712887691,3.2112231074363233,True,adaptive-plugin,0.3,0.007698968349695431,1.1666518949222886
2.5137981577431603,1.895408102141389,3.1321882133449312,1.236780111203542,True,adaptive-balance,0.3,0.13058232645437842,0.21251131787076966
6.636573701336211,2.245654645699335,11.027492756973086,8.78183811127375,True,random,0.3,14.148233600773581,2.172685737817229
3.2129287832572446,1.821981259534474,4.603876306980015,2.7818950474455413,True,aipw_full,1.0,0.11408780196416111,1.0231323672128951
3.4247245804384168,1.82736188631935,5.022087274557483,3.1947253882381332,True,adaptive-plugin,0.3,0.30202131108598035,1.1615011336623469
2.3749656678979996,1.7439960478387735,3.0059352879572256,1.2619392401184522,True,adaptive-balance,0.3,0.2501942943109874,0.23264961725352337
4.983123690375694,0.6303326253482648,9.335914755403124,8.705582130054859,True,random,0.3,4.44351123835711,2.1639644440520094
3.3482176577762948,1.8608637687090566,4.835571546843533,2.9747077781344764,True,aipw_full,1.0,0.22378361903770122,1.0901458083359687
3.325087569284645,2.165606742969927,4.484568395599363,2.3189616526294365,True,adaptive-plugin,0.3,0.20243488556542105,0.8411195219699766
2.9966498295801145,2.453067783472847,3.540231875687382,1.0871640922145351,True,adaptive-balance,0.3,0.014759797042845814,0.08357255554495985
5.22229963750679,0.5494034256378573,9.895195849375723,9.345792423737866,True,random,0.3,5.509064832498606,2.2349262338601603
3.3077947966327876,1.8315399017043634,4.784049691561211,2.9525097898568475,True,aipw_full,1.0,0.18717293260839574,1.0826555848694368
3.3335149181173724,1.7600236226435986,4.9070062135911465,3.146982590947548,True,adaptive-plugin,0.3,0.21008930019839364,1.1464440861151248
2.7397534427122103,2.12064362268193,3.358863262742491,1.238219640060561,True,adaptive-balance,0.3,0.018334915302935233,0.2136745737608847
4.072629579058986,1.548807168724625,6.596451989393346,5.0476448206687206,True,random,0.3,1.433933573653394,1.6189217623571475
3.28051171020699,1.9024896006499599,4.65853381976402,2.7560442191140595,True,aipw_full,1.0,0.16431007019743454,1.0137963976939819
2.723323127498242,1.6890796440486584,3.7575666109478254,2.068486966899167,True,adaptive-plugin,0.3,0.02305441291566623,0.7268174061497413
3.1020165615434294,2.481079240299029,3.72295388278783,1.241874642488801,True,adaptive-balance,0.3,0.05146393378273671,0.2166220464437224
5.645162853957537,1.532965474899032,9.75736023301604,8.224394758117008,True,random,0.3,7.672916229350866,2.10710470830461
3.3448537683005934,1.8420044656662642,4.847703070934923,3.005698605268659,True,aipw_full,1.0,0.2206123069291923,1.1005100219222899
3.0817902105431596,1.5346516774460437,4.628928743640276,3.0942770661942323,True,adaptive-plugin,0.3,0.042696075121283136,1.1295542976548825
3.7776853480916213,3.1162346097215203,4.439136086461723,1.3229014767402028,False,adaptive-balance,0.3,0.8145521402773042,0.27982741277569656
1.4121997794447916,-1.6204464877007303,4.444846046590314,6.065292534291045,True,random,0.3,2.140252385942039,1.8025827744217908
3.339349473288059,1.900888739852979,4.777810206723139,2.8769214668701597,True,aipw_full,1.0,0.21547193722878452,1.0567207873147306
3.512660294500926,1.6375055770307412,5.387815011971111,3.7503094349403696,True,adaptive-plugin,0.3,0.40640672178527126,1.3218383525621613
3.5110570843093027,2.950326668670094,4.0717874999485115,1.1214608312784176,False,adaptive-balance,0.3,0.40436519788740594,0.11463214907033462
3.6074286234114963,0.48807352757220146,6.7267837192507915,6.2387101916785905,True,random,0.3,0.5362174474445364,1.8307734609644284
3.247159683230622,1.8782855849177167,4.6160337815435275,2.7377481966258106,True,aipw_full,1.0,0.13838382051545392,1.0071357564668433
6.216865897804768,-3.5768424944086608,16.010574290018198,19.58741678442686,True,adaptive-plugin,0.3,11.166998812198745,2.9748873592711673
2.867439994559142,2.2391726454681535,3.49570734365013,1.2565346981819765,True,adaptive-balance,0.3,5.959731788059382e-05,0.2283576925680765
4.6116521121732434,2.415114614549218,6.808189609797269,4.3930749952480515,True,random,0.3,3.015405117942693,1.480029436381741
3.3358252335509517,1.9525568441243455,4.719093622977558,2.7665367788532134,True,aipw_full,1.0,0.212212526987544,1.0175962776299257
3.2516119366156495,1.5102399169361707,4.992983956295128,3.4827440393589573,True,adaptive-plugin,0.3,0.14171611744597104,1.2478205001273057
3.4646136729974657,2.9169669337447512,4.01226041225018,1.095293478505429,False,adaptive-balance,0.3,0.347455721649108,0.0910223442582861
1.2321061265593523,-2.722588967602115,5.186801220720819,7.909390188322934,True,random,0.3,2.6996257828396772,2.0680506850432017
3.3681639825246403,1.8712883317913287,4.865039633257952,2.9937513014666237,True,aipw_full,1.0,0.24305300125502044,1.0965272169048847
3.142138841639662,1.9978127174183036,4.28646496586102,2.288652248442716,True,adaptive-plugin,0.3,0.07127774221128591,0.827963106511856
2.6077937575925763,1.9567470646580927,3.25884045052706,1.3020933858689672,True,adaptive-balance,0.3,0.07148466719252838,0.26397326615202993
1.1483718228847364,-3.8532993669106492,6.150043012680122,10.003342379590771,True,random,0.3,2.9817971477880767,2.3029192751080596
3.342181837117505,1.9756144993153182,4.708749174919692,2.733134675604374,True,aipw_full,1.0,0.21810946688978633,1.005449183303867
3.1000874608941027,2.034347134182481,4.165827787605725,2.131480653423244,True,adaptive-plugin,0.3,0.05059239664030009,0.7568168806739579
3.2172328303000732,2.5683443938387156,3.866121266761431,1.2977768729227153,True,adaptive-balance,0.3,0.11701387290072467,0.2606527028294094
4.421242276031653,0.33909555103903344,8.503389001024273,8.164293449985239,True,random,0.3,2.3903706377999905,2.0997701886898112
3.194181230161311,1.844238090661983,4.544124369660638,2.6998862789986546,True,aipw_full,1.0,0.10177459348283867,0.9932096532338708
3.5405616223510554,2.388765678370282,4.692357566331829,2.303591887961547,True,adaptive-plugin,0.3,0.4427594195385067,0.8344695951827921
2.9104447339410306,2.331451349207043,3.4894381186750185,1.1579867694679757,True,adaptive-balance,0.3,0.0012450177791691233,0.14668295375563387
4.9788453486836755,0.22480746430728527,9.732883233060065,9.508075768752779,True,random,0.3,4.425492364034893,2.25214151841369
3.28349538335698,1.809485072499544,4.757505694214417,2.948020621714873,True,aipw_full,1.0,0.16673784698168861,1.081133969456923
3.2718672958289527,2.0225856813996126,4.521148910258293,2.4985632288586803,True,adaptive-plugin,0.3,0.15737673848785633,0.9157158582094214
2.982012087039733,2.295272375951667,3.668751798127799,1.373479422176132,True,adaptive-balance,0.3,0.011417384645108462,0.3173472444068366
5.945040171907659,2.6572958585036424,9.232784485311676,6.575488626808033,True,random,0.3,9.424164733587213,1.8833488911668808
3.3682462735657577,1.8395198447437902,4.896972702387725,3.057452857643934,True,aipw_full,1.0,0.24313414766126012,1.1175821698647164
2.9059622004942174,1.343739785052995,4.4681846159354395,3.124444830882444,True,adaptive-plugin,0.3,0.0009487802080644774,1.139256613288385
2.6733416399525973,1.979431007640546,3.3672522722646487,1.3878212646241028,True,adaptive-balance,0.3,0.0407306199669075,0.3277350819081496
2.3159674628230125,-1.2514933855830424,5.883428311229068,7.1349216968121105,True,random,0.3,0.3126962091665864,1.9650012763503046
3.28755427174468,1.9177506634730233,4.657357880016337,2.7396072165433143,True,aipw_full,1.0,0.17006909766133008,1.0078145584976248
2.8986612144147816,1.6983926659223139,4.098929762907249,2.4005370969849356,True,adaptive-plugin,0.3,0.0005523106289103017,0.8756925027269512
3.0287356756314425,2.3854122735344023,3.6720590777284827,1.2866468041940804,True,adaptive-balance,0.3,0.02358551134376625,0.2520394575346159
3.451291555768468,0.5711157248073095,6.331467386729626,5.760351661922316,True,random,0.3,0.3319276565787509,1.7509985252612457
3.3210828235835406,1.8657635496980718,4.77640209746901,2.9106385477709384,True,aipw_full,1.0,0.19884723195081946,1.0683724893353623
2.579438592099554,0.34058649864989166,4.818290685549217,4.4777041868993255,True,adaptive-plugin,0.3,0.0874511064209449,1.4991104567938713
2.2093961844191723,1.6369665321503404,2.781825836688004,1.1448593045376638,False,adaptive-balance,0.3,0.4432413575709532,0.13528175132302198
4.864009665104887,2.0406115059458263,7.687407824263948,5.646796318318122,True,random,0.3,3.955523290810053,1.7310883610333125
3.2755566640022,1.8744777608112357,4.676635567193164,2.8021578063819277,True,aipw_full,1.0,0.16031754902531767,1.0303897655230703
3.2044369086754765,1.699433446652762,4.709440370698191,3.0100069240454292,True,adaptive-plugin,0.3,0.10842333232523436,1.1019423791054572
2.6909514365782874,2.047422786353676,3.3344800868028988,1.2870573004492227,True,adaptive-balance,0.3,0.03393276701259275,0.25235845011646135
5.3837596340878715,1.1878955550034105,9.579623713172332,8.39172815816892,True,random,0.3,6.293072503077962,2.127246477596134
3.236254115332759,1.8009422632947343,4.671565967370784,2.870623704076049,True,aipw_full,1.0,0.130389014672397,1.0545293246546834
2.640172171513096,1.7401615194232842,3.5401828236029074,1.800021304179623,True,adaptive-plugin,0.3,0.05521924404131875,0.5877985004874242
3.36647887811824,2.732729308891645,4.000228447344835,1.2674991384531893,True,adaptive-balance,0.3,0.24139431421069024,0.23704577676162047
7.335959671404597,2.9268573184262054,11.745062024382989,8.818204705956784,False,random,0.3,19.898734382221697,2.176818301222516
3.311382139505926,1.9324653016714162,4.6902989773404355,2.757833675669019,True,aipw_full,1.0,0.1902898208879096,1.0144454714137598
2.7961205613863553,1.4640970977716892,4.1281440250010215,2.6640469272293323,True,adaptive-plugin,0.3,0.006247220917200916,0.9798463678493206
3.327861995811273,2.643336380758972,4.012387610863573,1.369051230104601,True,adaptive-balance,0.3,0.2049391653936279,0.3141179671580794
3.4020526090762564,0.19507023366548903,6.609034984487024,6.413964750821535,True,random,0.3,0.27761590108803685,1.8584776055934882
3.2146316314522387,1.7513074881710096,4.6779557747334675,2.9266482865624575,True,aipw_full,1.0,0.115241039839147,1.0738578387413558
2.8239467484263754,-0.398057967309593,6.045951464162344,6.444009431471937,True,adaptive-plugin,0.3,0.00262278940082045,1.863150928918861
3.0900662327687645,2.4526337578357276,3.7274987077018014,1.2748649498660738,True,adaptive-balance,0.3,0.04618472134515519,0.2428402513266252
