,pointest,lb,ub,interval width,coverage,estimator,budget,MSE,log interval width
0,-0.07188888195068499,-0.3895867640805963,0.2458090001792263,0.6353957642598226,True,adaptive-plugin,0.1,0.005098885027899904,-0.4535072234266957
1,0.12359197260647936,-0.015106336572105833,0.2622902817850645,0.27739661835717033,True,adaptive-balance,0.1,0.015394451043961928,-1.2823069616689682
2,-0.5049087053774404,-0.8825619160918411,-0.12725549466303965,0.7553064214288014,False,random,0.1,0.254445893059175,-0.28063175587337336
3,-0.000482404458093999,-0.1156738529531453,0.11470904403695731,0.23038289699010261,True,aipw_full,1.0,0.0,-1.468012584729509
4,-0.09673716563874069,-0.4042283360967738,0.2107540048192924,0.6149823409160662,True,adaptive-plugin,0.1,0.009264979049943329,-0.4861617255454887
5,0.04983668483117376,-0.09324701682153566,0.19292038648388318,0.28616740330541884,True,adaptive-balance,0.1,0.0025320107469013016,-1.2511783131561502
6,-0.10982932661321487,-0.47990929865647514,0.2602506454300454,0.7401599440865205,True,random,0.1,0.011956749384798064,-0.30088897548148813
7,-0.000482404458093999,-0.1156738529531453,0.11470904403695731,0.23038289699010261,True,aipw_full,1.0,0.0,-1.468012584729509
8,-0.24961404036291868,-0.6420141792294347,0.1427860985035973,0.784800277733032,True,adaptive-plugin,0.1,0.06206657200861413,-0.2423260168408425
9,-0.11734971005089467,-0.2930776950097165,0.05837827490792716,0.35145596991764366,True,adaptive-balance,0.1,0.01365796711652106,-1.0456708389697258
10,0.08320693652843025,-0.2947488317760504,0.4611627048329109,0.7559115366089613,True,random,0.1,0.007003905794758728,-0.27983092471691273
11,-0.000482404458093999,-0.1156738529531453,0.11470904403695731,0.23038289699010261,True,aipw_full,1.0,0.0,-1.468012584729509
12,-0.06039794536946419,-0.3628116522437655,0.2420157615048371,0.6048274137486026,True,adaptive-plugin,0.1,0.003589872042702075,-0.5028121281787676
13,-0.06071731453190954,-0.19908767282377293,0.07765304375995385,0.2767407165837268,True,adaptive-balance,0.1,0.003628244391600645,-1.2846742523689285
14,-0.03941406314437579,-0.3956700481400514,0.31684192185129983,0.7125119699913512,True,random,0.1,0.0015156740480651403,-0.3389585669925883
15,-0.000482404458093999,-0.1156738529531453,0.11470904403695731,0.23038289699010261,True,aipw_full,1.0,0.0,-1.468012584729509
16,-0.1906088884565833,-0.40302512127502077,0.021807344361854136,0.4248324656368749,True,adaptive-plugin,0.1,0.03614807991762781,-0.8560603862758449
17,-0.12981423998611596,-0.2699910479827773,0.010362568010545387,0.2803536159933227,True,adaptive-balance,0.1,0.016726723681047325,-1.2717035583564429
18,-0.24404335303456748,-0.6315217099241035,0.1434350038549686,0.7749567137790722,True,random,0.1,0.05932193567147156,-0.25494810437693144
19,-0.000482404458093999,-0.1156738529531453,0.11470904403695731,0.23038289699010261,True,aipw_full,1.0,0.0,-1.468012584729509
20,-0.04103942889121659,-0.373943834057278,0.2918649762748448,0.6658088103321228,True,adaptive-plugin,0.1,0.0016448722308689027,-0.4067527212280688
21,-0.08129418249603454,-0.26614889245373347,0.10356052746166439,0.36970941991539785,True,adaptive-balance,0.1,0.006530543469653369,-0.9950379334739824
22,0.03982549548736969,-0.330109871306975,0.4097608622817144,0.7398707335886894,True,random,0.1,0.0016247267980135116,-0.3012797923826169
23,-0.000482404458093999,-0.1156738529531453,0.11470904403695731,0.23038289699010261,True,aipw_full,1.0,0.0,-1.468012584729509
24,0.0524107455838968,-0.23384504733833966,0.33866653850613326,0.5725115858444729,True,adaptive-plugin,0.1,0.002797685321364551,-0.5577223064755913
25,-0.01908988538468137,-0.18172962947127122,0.14354985870190848,0.3252794881731797,True,adaptive-balance,0.1,0.0003462383464333128,-1.1230705025994658
26,0.07024496909791433,-0.30942744020554863,0.4499173784013773,0.7593448186069259,True,random,0.1,0.0050023613701311465,-0.27529929828745636
27,-0.000482404458093999,-0.1156738529531453,0.11470904403695731,0.23038289699010261,True,aipw_full,1.0,0.0,-1.468012584729509
28,-0.11800361406726889,-0.3567054567842981,0.12069822864976029,0.47740368543405837,True,adaptive-plugin,0.1,0.013811234708003621,-0.7393928453039824
29,0.09157629667262623,-0.0513762261946788,0.23452881953993127,0.28590504573461006,True,adaptive-balance,0.1,0.008474804453875271,-1.2520955312100601
30,-0.0861058263891169,-0.46972917821157184,0.29751752543333804,0.7672467036449099,True,random,0.1,0.007331370383177974,-0.2649468818161739
31,-0.000482404458093999,-0.1156738529531453,0.11470904403695731,0.23038289699010261,True,aipw_full,1.0,0.0,-1.468012584729509
32,-0.043121371386037444,-0.27390199193713116,0.1876592491650563,0.4615612411021875,True,adaptive-plugin,0.1,0.0018180815006822548,-0.7731405337300291
33,0.020721527822426866,-0.16149415167725722,0.20293720732211096,0.3644313589993682,True,adaptive-balance,0.1,0.00044960674415691476,-1.009417060769434
34,0.286487068358966,-0.05966756524440908,0.632641701962341,0.6923092672067501,True,random,0.1,0.08235147832890133,-0.3677225052737102
35,-0.000482404458093999,-0.1156738529531453,0.11470904403695731,0.23038289699010261,True,aipw_full,1.0,0.0,-1.468012584729509
36,-0.1590068879794453,-0.4278956451676603,0.10988186920876974,0.5377775143764301,True,adaptive-plugin,0.1,0.025130011875711178,-0.6203103464036935
37,-0.0671523846024118,-0.2647457355170842,0.1304409663122606,0.3951867018293448,True,adaptive-balance,0.1,0.0044448862524437294,-0.928396962891817
38,0.14272566470143733,-0.21758325078581492,0.5030345801886895,0.7206178309745044,True,random,0.1,0.020508551072401106,-0.32764633635243834
39,-0.000482404458093999,-0.1156738529531453,0.11470904403695731,0.23038289699010261,True,aipw_full,1.0,0.0,-1.468012584729509
40,0.18328536249953775,-0.1929150694891526,0.5594857944882281,0.7524008639773807,True,adaptive-plugin,0.1,0.033770592172594455,-0.284486033260625
41,-0.010150843483821448,-0.21947409959474656,0.19917241262710367,0.41864651222185023,True,adaptive-balance,0.1,9.347871319420954e-05,-0.8707283613783419
42,0.06511082658549705,-0.2577515138597303,0.3879731670307244,0.6457246808904546,True,random,0.1,0.004302471958737917,-0.4373820566166011
43,-0.000482404458093999,-0.1156738529531453,0.11470904403695731,0.23038289699010261,True,aipw_full,1.0,0.0,-1.468012584729509
44,-0.25948001539825905,-0.6424245010791299,0.12346447028261182,0.7658889713617417,True,adaptive-plugin,0.1,0.0670797624727131,-0.266718065750181
45,0.0856175512643339,-0.08928932409808202,0.2605244266267498,0.3498137507248318,True,adaptive-balance,0.1,0.007413202375404045,-1.0503544069220303
46,-0.11105896987399211,-0.48369694430745447,0.26157900455947025,0.7452759488669247,True,random,0.1,0.012227176819176394,-0.29400072802049665
47,-0.000482404458093999,-0.1156738529531453,0.11470904403695731,0.23038289699010261,True,aipw_full,1.0,0.0,-1.468012584729509
48,-0.028428884673014965,-0.3895077893716885,0.3326500200256586,0.7221578093973471,True,adaptive-plugin,0.1,0.000781005756402969,-0.32551159140031255
49,0.05150986112622524,-0.09715347731834231,0.2001731995707928,0.2973266768891351,True,adaptive-balance,0.1,0.0027031956805903872,-1.2129238224649976
50,0.17791787555633054,-0.17148480827341978,0.5273205593860808,0.6988053676595005,True,random,0.1,0.031826659909225084,-0.3583830194988734
51,-0.000482404458093999,-0.1156738529531453,0.11470904403695731,0.23038289699010261,True,aipw_full,1.0,0.0,-1.468012584729509
52,0.0026200401099499837,-0.38786979560629165,0.3931098758261916,0.7809796714324833,True,adaptive-plugin,0.1,9.625162297785615e-06,-0.24720615837687668
53,-0.04000451706339603,-0.17245073155619156,0.0924416974293995,0.26489242898559107,True,adaptive-balance,0.1,0.0015619973847861735,-1.328431463763393
54,0.15398223055847887,-0.21923393621225817,0.5271983973292159,0.7464323335414741,True,random,0.1,0.02385932347080307,-0.292450311065883
55,-0.000482404458093999,-0.1156738529531453,0.11470904403695731,0.23038289699010261,True,aipw_full,1.0,0.0,-1.468012584729509
56,-0.07684364927360965,-0.32816888651850185,0.17448158797128255,0.5026504744897844,True,adaptive-plugin,0.1,0.005831039709775116,-0.6878602321546601
57,-0.00874156575121754,-0.15762787807125098,0.1401447465688159,0.2977726246400669,True,adaptive-balance,0.1,6.82137452658301e-05,-1.211425088276401
58,0.259114236713596,-0.10294625220842618,0.6211747256356182,0.7241209778440443,True,random,0.1,0.06739041610762318,-0.3227968040858064
59,-0.000482404458093999,-0.1156738529531453,0.11470904403695731,0.23038289699010261,True,aipw_full,1.0,0.0,-1.468012584729509
60,0.053070941841830255,-0.31519147210920606,0.42133335579286657,0.7365248279020726,True,adaptive-plugin,0.1,0.0028679608999196107,-0.3058123329863095
61,-0.0866724247204192,-0.26586805892178095,0.09252320948094256,0.3583912684027235,True,adaptive-balance,0.1,0.007428719592820028,-1.0261299608937526
62,0.18531395256869132,-0.1933341591645154,0.5639620643018981,0.7572962234664136,True,random,0.1,0.034520286284424676,-0.27800078971433806
63,-0.000482404458093999,-0.1156738529531453,0.11470904403695731,0.23038289699010261,True,aipw_full,1.0,0.0,-1.468012584729509
64,0.01734290355857493,-0.3010818023810536,0.33576760949820345,0.636849411879257,True,adaptive-plugin,0.1,0.00031774160588912155,-0.4512220534307283
